t,acc
39.61 , -0.023
39.62 , -0.038
39.63 , -0.022
39.64 , 0.0057
39.65 , 0.031
39.660000000000004 , 0.046
39.67 , 0.065
39.68 , 0.11
39.69 , 0.19
39.7 , 0.28
39.71 , 0.36
39.72 , 0.4
39.730000000000004 , 0.37
39.74 , 0.29
39.75 , 0.19
39.76 , 0.075
39.77 , -0.032
39.78 , -0.11
39.79 , -0.16
39.800000000000004 , -0.16
39.81 , -0.091
39.82 , 0.037
39.83 , 0.21
39.84 , 0.38
39.85 , 0.5
39.86 , 0.52
39.87 , 0.42
39.88 , 0.24
39.89 , 0.022
39.9 , -0.18
39.910000000000004 , -0.31
39.92 , -0.39
39.93 , -0.42
39.94 , -0.42
39.95 , -0.38
39.96 , -0.31
39.97 , -0.21
39.980000000000004 , -0.083
39.99 , 0.036
40.0 , 0.14
40.01 , 0.23
40.02 , 0.31
40.03 , 0.39
40.04 , 0.44
40.050000000000004 , 0.44
40.06 , 0.37
40.07 , 0.24
40.08 , 0.075
40.09 , -0.054
40.1 , -0.13
40.11 , -0.14
40.12 , -0.13
40.13 , -0.14
40.14 , -0.2
40.15 , -0.3
40.160000000000004 , -0.42
40.17 , -0.53
40.18 , -0.6
40.19 , -0.65
40.2 , -0.66
40.21 , -0.64
40.22 , -0.61
40.230000000000004 , -0.56
40.24 , -0.51
40.25 , -0.45
40.26 , -0.41
40.27 , -0.4
40.28 , -0.4
40.29 , -0.42
40.300000000000004 , -0.4
40.31 , -0.33
40.32 , -0.22
40.33 , -0.077
40.34 , 0.037
40.35 , 0.1
40.36 , 0.11
40.37 , 0.072
40.38 , 0.026
40.39 , -0.022
40.4 , -0.076
40.410000000000004 , -0.15
40.42 , -0.25
40.43 , -0.34
40.44 , -0.38
40.45 , -0.35
40.46 , -0.26
40.47 , -0.1
40.480000000000004 , 0.058
40.49 , 0.2
40.5 , 0.33
40.51 , 0.41
40.52 , 0.45
40.53 , 0.44
40.54 , 0.38
40.550000000000004 , 0.29
40.56 , 0.2
40.57 , 0.13
40.58 , 0.087
40.59 , 0.063
40.6 , 0.045
40.61 , 0.022
40.62 , -0.0061
40.63 , -0.028
40.64 , -0.042
40.65 , -0.035
40.660000000000004 , -0.019
40.67 , -0.0046
40.68 , 0.0062
40.69 , 0.0002
40.7 , -0.0048
40.71 , -0.0021
40.72 , 0.0089
40.730000000000004 , 0.039
40.74 , 0.057
40.75 , 0.051
40.76 , 0.018
40.77 , -0.02
40.78 , -0.037
40.79 , -0.0012
40.800000000000004 , 0.068
40.81 , 0.14
40.82 , 0.15
40.83 , 0.084
40.84 , -0.065
40.85 , -0.27
40.86 , -0.45
40.87 , -0.58
40.88 , -0.64
40.89 , -0.65
40.9 , -0.62
40.910000000000004 , -0.59
40.92 , -0.55
40.93 , -0.49
40.94 , -0.4
40.95 , -0.27
40.96 , -0.1
40.97 , 0.063
40.980000000000004 , 0.23
40.99 , 0.39
41.0 , 0.52
41.01 , 0.62
41.02 , 0.66
41.03 , 0.65
41.04 , 0.59
41.050000000000004 , 0.53
41.06 , 0.46
41.07 , 0.41
41.08 , 0.36
41.09 , 0.29
41.1 , 0.23
41.11 , 0.18
41.12 , 0.17
41.13 , 0.18
41.14 , 0.2
41.15 , 0.21
41.160000000000004 , 0.22
41.17 , 0.24
41.18 , 0.27
41.19 , 0.31
41.2 , 0.32
41.21 , 0.29
41.22 , 0.23
41.230000000000004 , 0.15
41.24 , 0.098
41.25 , 0.091
41.26 , 0.12
41.27 , 0.13
41.28 , 0.11
41.29 , 0.021
41.300000000000004 , -0.11
41.31 , -0.24
41.32 , -0.33
41.33 , -0.35
41.34 , -0.29
41.35 , -0.18
41.36 , -0.056
41.37 , 0.076
41.38 , 0.19
41.39 , 0.27
41.4 , 0.31
41.410000000000004 , 0.31
41.42 , 0.27
41.43 , 0.22
41.44 , 0.18
41.45 , 0.19
41.46 , 0.21
41.47 , 0.23
41.480000000000004 , 0.2
41.49 , 0.12
41.5 , -0.018
41.51 , -0.17
41.52 , -0.27
41.53 , -0.32
41.54 , -0.3
41.550000000000004 , -0.26
41.56 , -0.22
41.57 , -0.19
41.58 , -0.14
41.59 , -0.085
41.6 , 0.0052
41.61 , 0.1
41.62 , 0.17
41.63 , 0.21
41.64 , 0.2
41.65 , 0.16
41.660000000000004 , 0.1
41.67 , 0.047
41.68 , 0.012
41.69 , 0.0036
41.7 , 0.024
41.71 , 0.057
41.72 , 0.093
41.730000000000004 , 0.12
41.74 , 0.12
41.75 , 0.11
41.76 , 0.093
41.77 , 0.089
41.78 , 0.12
41.79 , 0.17
41.800000000000004 , 0.22
41.81 , 0.25
41.82 , 0.25
41.83 , 0.2
41.84 , 0.14
41.85 , 0.082
41.86 , 0.044
41.87 , 0.035
41.88 , 0.046
41.89 , 0.068
41.9 , 0.08
41.910000000000004 , 0.084
41.92 , 0.094
41.93 , 0.099
41.94 , 0.11
41.95 , 0.12
41.96 , 0.1
41.97 , 0.09
41.980000000000004 , 0.078
41.99 , 0.079
42.0 , 0.087
42.01 , 0.086
42.02 , 0.055
42.03 , -0.012
42.04 , -0.1
42.050000000000004 , -0.2
42.06 , -0.29
42.07 , -0.38
42.08 , -0.47
42.09 , -0.55
42.1 , -0.63
42.11 , -0.66
42.12 , -0.64
42.13 , -0.56
42.14 , -0.43
42.15 , -0.3
42.160000000000004 , -0.19
42.17 , -0.095
42.18 , -0.011
42.19 , 0.071
42.2 , 0.16
42.21 , 0.23
42.22 , 0.29
42.230000000000004 , 0.3
42.24 , 0.3
42.25 , 0.29
42.26 , 0.28
42.27 , 0.3
42.28 , 0.31
42.29 , 0.32
42.300000000000004 , 0.29
42.31 , 0.23
42.32 , 0.15
42.33 , 0.068
42.34 , 0.013
42.35 , -0.01
42.36 , -0.022
42.37 , -0.044
42.38 , -0.09
42.39 , -0.16
42.4 , -0.24
42.410000000000004 , -0.31
42.42 , -0.36
42.43 , -0.41
42.44 , -0.45
42.45 , -0.48
42.46 , -0.47
42.47 , -0.42
42.480000000000004 , -0.35
42.49 , -0.28
42.5 , -0.25
42.51 , -0.25
42.52 , -0.25
42.53 , -0.21
42.54 , -0.13
42.550000000000004 , -0.0007
42.56 , 0.13
42.57 , 0.22
42.58 , 0.24
42.59 , 0.19
42.6 , 0.1
42.61 , -0.0064
42.62 , -0.11
42.63 , -0.18
42.64 , -0.23
42.65 , -0.24
42.660000000000004 , -0.22
42.67 , -0.16
42.68 , -0.079
42.69 , 0.014
42.7 , 0.077
42.71 , 0.1
42.72 , 0.08
42.730000000000004 , 0.035
42.74 , 0.0015
42.75 , -0.0035
42.76 , 0.035
42.77 , 0.1
42.78 , 0.17
42.79 , 0.22
42.800000000000004 , 0.24
42.81 , 0.22
42.82 , 0.18
42.83 , 0.13
42.84 , 0.088
42.85 , 0.072
42.86 , 0.084
42.87 , 0.12
42.88 , 0.17
42.89 , 0.21
42.9 , 0.24
42.910000000000004 , 0.24
42.92 , 0.2
42.93 , 0.13
42.94 , 0.067
42.95 , 0.023
42.96 , 0.03
42.97 , 0.074
42.980000000000004 , 0.12
42.99 , 0.13
43.0 , 0.11
43.01 , 0.062
43.02 , 0.0048
43.03 , -0.04
43.04 , -0.07
43.050000000000004 , -0.093
43.06 , -0.1
43.07 , -0.092
43.08 , -0.05
43.09 , 0.022
43.1 , 0.098
43.11 , 0.14
43.12 , 0.15
43.13 , 0.12
43.14 , 0.097
43.15 , 0.1
43.160000000000004 , 0.14
43.17 , 0.21
43.18 , 0.25
43.19 , 0.24
43.2 , 0.18
43.21 , 0.074
43.22 , -0.029
43.230000000000004 , -0.11
43.24 , -0.17
43.25 , -0.2
43.26 , -0.22
43.27 , -0.24
43.28 , -0.27
43.29 , -0.32
43.300000000000004 , -0.39
43.31 , -0.46
43.32 , -0.5
43.33 , -0.51
43.34 , -0.48
43.35 , -0.43
43.36 , -0.36
43.37 , -0.31
43.38 , -0.27
43.39 , -0.25
43.4 , -0.22
43.410000000000004 , -0.18
43.42 , -0.12
43.43 , -0.071
43.44 , -0.028
43.45 , -0.0077
43.46 , 0.0096
43.47 , 0.035
43.480000000000004 , 0.076
43.49 , 0.12
43.5 , 0.14
43.51 , 0.11
43.52 , 0.028
43.53 , -0.079
43.54 , -0.17
43.550000000000004 , -0.21
43.56 , -0.2
43.57 , -0.16
43.58 , -0.11
43.59 , -0.098
43.6 , -0.11
43.61 , -0.14
43.62 , -0.15
43.63 , -0.17
43.64 , -0.18
43.65 , -0.21
43.660000000000004 , -0.24
43.67 , -0.26
43.68 , -0.26
43.69 , -0.23
43.7 , -0.19
43.71 , -0.15
43.72 , -0.13
43.730000000000004 , -0.13
43.74 , -0.14
43.75 , -0.17
43.76 , -0.21
43.77 , -0.28
43.78 , -0.37
43.79 , -0.48
43.800000000000004 , -0.6
43.81 , -0.68
43.82 , -0.71
43.83 , -0.67
43.84 , -0.57
43.85 , -0.45
43.86 , -0.32
43.87 , -0.21
43.88 , -0.13
43.89 , -0.069
43.9 , -0.027
43.910000000000004 , -0.0054
43.92 , -0.005
43.93 , -0.029
43.94 , -0.07
43.95 , -0.12
43.96 , -0.16
43.97 , -0.19
43.980000000000004 , -0.22
43.99 , -0.23
44.0 , -0.23
44.01 , -0.21
44.02 , -0.16
44.03 , -0.096
44.04 , -0.029
44.050000000000004 , 0.0083
44.06 , 0.0004
44.07 , -0.043
44.08 , -0.1
44.09 , -0.15
44.1 , -0.17
44.11 , -0.16
44.12 , -0.11
44.13 , -0.057
44.14 , 0.0027
44.15 , 0.04
44.160000000000004 , 0.042
44.17 , -0.0091
44.18 , -0.097
44.19 , -0.19
44.2 , -0.24
44.21 , -0.22
44.22 , -0.11
44.230000000000004 , 0.041
44.24 , 0.21
44.25 , 0.34
44.26 , 0.45
44.27 , 0.5
44.28 , 0.54
44.29 , 0.56
44.300000000000004 , 0.58
44.31 , 0.58
44.32 , 0.56
44.33 , 0.5
44.34 , 0.42
44.35 , 0.35
44.36 , 0.32
44.37 , 0.34
44.38 , 0.42
44.39 , 0.52
44.4 , 0.6
44.410000000000004 , 0.65
44.42 , 0.66
44.43 , 0.63
44.44 , 0.58
44.45 , 0.5
44.46 , 0.42
44.47 , 0.34
44.480000000000004 , 0.3
44.49 , 0.3
44.5 , 0.33
44.51 , 0.38
44.52 , 0.42
44.53 , 0.43
44.54 , 0.42
44.550000000000004 , 0.41
44.56 , 0.42
44.57 , 0.47
44.58 , 0.53
44.59 , 0.57
44.6 , 0.58
44.61 , 0.54
44.62 , 0.48
44.63 , 0.43
44.64 , 0.4
44.65 , 0.39
44.660000000000004 , 0.38
44.67 , 0.36
44.68 , 0.32
44.69 , 0.29
44.7 , 0.27
44.71 , 0.27
44.72 , 0.27
44.730000000000004 , 0.26
44.74 , 0.23
44.75 , 0.19
44.76 , 0.16
44.77 , 0.14
44.78 , 0.15
44.79 , 0.18
44.800000000000004 , 0.22
44.81 , 0.27
44.82 , 0.32
44.83 , 0.35
44.84 , 0.37
44.85 , 0.37
44.86 , 0.35
44.87 , 0.31
44.88 , 0.26
44.89 , 0.21
44.9 , 0.17
44.910000000000004 , 0.14
44.92 , 0.14
44.93 , 0.14
44.94 , 0.12
44.95 , 0.079
44.96 , 0.014
44.97 , -0.06
44.980000000000004 , -0.11
44.99 , -0.14
45.0 , -0.12
45.01 , -0.096
45.02 , -0.076
45.03 , -0.065
45.04 , -0.06
45.050000000000004 , -0.047
45.06 , -0.039
45.07 , -0.05
45.08 , -0.099
45.09 , -0.19
45.1 , -0.28
45.11 , -0.34
45.12 , -0.35
45.13 , -0.31
45.14 , -0.24
45.15 , -0.17
45.160000000000004 , -0.11
45.17 , -0.072
45.18 , -0.044
45.19 , -0.028
45.2 , -0.024
45.21 , -0.031
45.22 , -0.048
45.230000000000004 , -0.062
45.24 , -0.069
45.25 , -0.066
45.26 , -0.065
45.27 , -0.075
45.28 , -0.098
45.29 , -0.13
45.300000000000004 , -0.14
45.31 , -0.13
45.32 , -0.087
45.33 , -0.023
45.34 , 0.035
45.35 , 0.075
45.36 , 0.09
45.37 , 0.082
45.38 , 0.066
45.39 , 0.047
45.4 , 0.017
45.410000000000004 , -0.033
45.42 , -0.1
45.43 , -0.18
45.44 , -0.26
45.45 , -0.3
45.46 , -0.29
45.47 , -0.25
45.480000000000004 , -0.17
45.49 , -0.09
45.5 , -0.0001
45.51 , 0.082
45.52 , 0.15
45.53 , 0.19
45.54 , 0.19
45.550000000000004 , 0.14
45.56 , 0.059
45.57 , -0.046
45.58 , -0.14
45.59 , -0.23
45.6 , -0.3
45.61 , -0.34
45.62 , -0.38
45.63 , -0.39
45.64 , -0.37
45.65 , -0.35
45.660000000000004 , -0.31
45.67 , -0.28
45.68 , -0.24
45.69 , -0.2
45.7 , -0.14
45.71 , -0.082
45.72 , -0.04
45.730000000000004 , -0.033
45.74 , -0.074
45.75 , -0.14
45.76 , -0.21
45.77 , -0.25
45.78 , -0.24
45.79 , -0.19
45.800000000000004 , -0.12
45.81 , -0.064
45.82 , -0.021
45.83 , 0.0038
45.84 , 0.027
45.85 , 0.047
45.86 , 0.052
45.87 , 0.037
45.88 , -0.007
45.89 , -0.067
45.9 , -0.12
45.910000000000004 , -0.14
45.92 , -0.13
45.93 , -0.1
45.94 , -0.076
45.95 , -0.093
45.96 , -0.16
45.97 , -0.24
45.980000000000004 , -0.31
45.99 , -0.32
46.0 , -0.28
46.01 , -0.19
46.02 , -0.11
46.03 , -0.06
46.04 , -0.056
46.050000000000004 , -0.092
46.06 , -0.15
46.07 , -0.22
46.08 , -0.29
46.09 , -0.34
46.1 , -0.35
46.11 , -0.32
46.12 , -0.27
46.13 , -0.22
46.14 , -0.2
46.15 , -0.22
46.160000000000004 , -0.26
46.17 , -0.3
46.18 , -0.31
46.19 , -0.3
46.2 , -0.25
46.21 , -0.19
46.22 , -0.12
46.230000000000004 , -0.058
46.24 , -0.0063
46.25 , 0.029
46.26 , 0.065
46.27 , 0.099
46.28 , 0.15
46.29 , 0.21
46.300000000000004 , 0.29
46.31 , 0.38
46.32 , 0.47
46.33 , 0.55
46.34 , 0.6
46.35 , 0.62
46.36 , 0.58
46.37 , 0.52
46.38 , 0.44
46.39 , 0.38
46.4 , 0.33
46.410000000000004 , 0.3
46.42 , 0.29
46.43 , 0.3
46.44 , 0.31
46.45 , 0.32
46.46 , 0.33
46.47 , 0.31
46.480000000000004 , 0.27
46.49 , 0.23
46.5 , 0.18
46.51 , 0.14
46.52 , 0.11
46.53 , 0.1
46.54 , 0.087
46.550000000000004 , 0.062
46.56 , 0.018
46.57 , -0.028
46.58 , -0.06
46.59 , -0.059
46.6 , -0.037
46.61 , -0.0051
46.62 , 0.015
46.63 , 0.011
46.64 , -0.0055
46.65 , -0.015
46.660000000000004 , 0.0006
46.67 , 0.043
46.68 , 0.099
46.69 , 0.15
46.7 , 0.2
46.71 , 0.23
46.72 , 0.27
46.730000000000004 , 0.31
46.74 , 0.34
46.75 , 0.34
46.76 , 0.29
46.77 , 0.22
46.78 , 0.15
46.79 , 0.11
46.800000000000004 , 0.1
46.81 , 0.11
46.82 , 0.13
46.83 , 0.13
46.84 , 0.11
46.85 , 0.08
46.86 , 0.048
46.87 , 0.029
46.88 , 0.026
46.89 , 0.039
46.9 , 0.066
46.910000000000004 , 0.087
46.92 , 0.1
46.93 , 0.1
46.94 , 0.089
46.95 , 0.073
46.96 , 0.061
46.97 , 0.052
46.980000000000004 , 0.05
46.99 , 0.056
47.0 , 0.066
47.01 , 0.076
47.02 , 0.076
47.03 , 0.056
47.04 , 0.0058
47.050000000000004 , -0.056
47.06 , -0.11
47.07 , -0.15
47.08 , -0.15
47.09 , -0.14
47.1 , -0.15
47.11 , -0.2
47.12 , -0.29
47.13 , -0.38
47.14 , -0.45
47.15 , -0.47
47.160000000000004 , -0.44
47.17 , -0.41
47.18 , -0.39
47.19 , -0.39
47.2 , -0.41
47.21 , -0.44
47.22 , -0.45
47.230000000000004 , -0.44
47.24 , -0.4
47.25 , -0.34
47.26 , -0.28
47.27 , -0.21
47.28 , -0.15
47.29 , -0.13
47.300000000000004 , -0.14
47.31 , -0.19
47.32 , -0.25
47.33 , -0.31
47.34 , -0.33
47.35 , -0.31
47.36 , -0.27
47.37 , -0.22
47.38 , -0.19
47.39 , -0.19
47.4 , -0.21
47.410000000000004 , -0.23
47.42 , -0.23
47.43 , -0.21
47.44 , -0.2
47.45 , -0.19
47.46 , -0.19
47.47 , -0.2
47.480000000000004 , -0.19
47.49 , -0.18
47.5 , -0.15
47.51 , -0.13
47.52 , -0.11
47.53 , -0.092
47.54 , -0.069
47.550000000000004 , -0.044
47.56 , -0.014
47.57 , 0.011
47.58 , 0.026
47.59 , 0.038
47.6 , 0.053
47.61 , 0.074
47.62 , 0.097
47.63 , 0.11
47.64 , 0.097
47.65 , 0.065
47.660000000000004 , 0.016
47.67 , -0.03
47.68 , -0.072
47.69 , -0.11
47.7 , -0.16
47.71 , -0.21
47.72 , -0.26
47.730000000000004 , -0.3
47.74 , -0.31
47.75 , -0.29
47.76 , -0.25
47.77 , -0.2
47.78 , -0.15
47.79 , -0.082
47.800000000000004 , -0.0017
47.81 , 0.087
47.82 , 0.18
47.83 , 0.27
47.84 , 0.35
47.85 , 0.4
47.86 , 0.43
47.870000000000005 , 0.43
47.88 , 0.4
47.89 , 0.36
47.9 , 0.31
47.910000000000004 , 0.25
47.92 , 0.18
47.93 , 0.11
47.94 , 0.04
47.95 , -0.024
47.96 , -0.087
47.97 , -0.14
47.980000000000004 , -0.17
47.99 , -0.18
48.0 , -0.14
48.01 , -0.062
48.02 , 0.046
48.03 , 0.14
48.04 , 0.22
48.050000000000004 , 0.24
48.06 , 0.24
48.07 , 0.21
48.08 , 0.17
48.09 , 0.1
48.1 , 0.015
48.11 , -0.099
48.120000000000005 , -0.21
48.13 , -0.29
48.14 , -0.31
48.15 , -0.28
48.160000000000004 , -0.2
48.17 , -0.12
48.18 , -0.052
48.19 , -0.022
48.2 , -0.0091
48.21 , 0.0033
48.22 , 0.032
48.230000000000004 , 0.078
48.24 , 0.14
48.25 , 0.2
48.26 , 0.27
48.27 , 0.34
48.28 , 0.42
48.29 , 0.5
48.300000000000004 , 0.55
48.31 , 0.55
48.32 , 0.5
48.33 , 0.41
48.34 , 0.29
48.35 , 0.19
48.36 , 0.13
48.370000000000005 , 0.1
48.38 , 0.11
48.39 , 0.13
48.4 , 0.15
48.410000000000004 , 0.18
48.42 , 0.19
48.43 , 0.21
48.44 , 0.24
48.45 , 0.26
48.46 , 0.28
48.47 , 0.29
48.480000000000004 , 0.28
48.49 , 0.25
48.5 , 0.21
48.51 , 0.16
48.52 , 0.12
48.53 , 0.09
48.54 , 0.085
48.550000000000004 , 0.098
48.56 , 0.12
48.57 , 0.14
48.58 , 0.15
48.59 , 0.14
48.6 , 0.1
48.61 , 0.052
48.620000000000005 , -0.0003
48.63 , -0.049
48.64 , -0.098
48.65 , -0.15
48.660000000000004 , -0.19
48.67 , -0.21
48.68 , -0.19
48.69 , -0.13
48.7 , -0.047
48.71 , 0.034
48.72 , 0.099
48.730000000000004 , 0.13
48.74 , 0.15
48.75 , 0.15
48.76 , 0.17
48.77 , 0.18
48.78 , 0.2
48.79 , 0.2
48.800000000000004 , 0.21
48.81 , 0.22
48.82 , 0.23
48.83 , 0.24
48.84 , 0.22
48.85 , 0.18
48.86 , 0.11
48.870000000000005 , 0.033
48.88 , -0.043
48.89 , -0.12
48.9 , -0.19
48.910000000000004 , -0.27
48.92 , -0.34
48.93 , -0.4
48.94 , -0.42
48.95 , -0.41
48.96 , -0.38
48.97 , -0.34
48.980000000000004 , -0.32
48.99 , -0.33
49.0 , -0.37
49.01 , -0.43
49.02 , -0.47
49.03 , -0.47
49.04 , -0.43
49.050000000000004 , -0.35
49.06 , -0.28
49.07 , -0.23
49.08 , -0.21
49.09 , -0.21
49.1 , -0.22
49.11 , -0.22
49.120000000000005 , -0.21
49.13 , -0.2
49.14 , -0.18
49.15 , -0.17
49.160000000000004 , -0.13
49.17 , -0.097
49.18 , -0.059
49.19 , -0.042
49.2 , -0.051
49.21 , -0.084
49.22 , -0.12
49.230000000000004 , -0.14
49.24 , -0.12
49.25 , -0.069
49.26 , -0.013
49.27 , 0.024
49.28 , 0.024
49.29 , -0.0065
49.300000000000004 , -0.058
49.31 , -0.11
49.32 , -0.14
49.33 , -0.16
49.34 , -0.15
49.35 , -0.12
49.36 , -0.068
49.370000000000005 , 0.0027
49.38 , 0.08
49.39 , 0.14
49.4 , 0.18
49.410000000000004 , 0.18
49.42 , 0.17
49.43 , 0.15
49.44 , 0.15
49.45 , 0.16
49.46 , 0.19
49.47 , 0.19
49.480000000000004 , 0.16
49.49 , 0.11
49.5 , 0.037
49.51 , -0.022
49.52 , -0.06
49.53 , -0.079
49.54 , -0.081
49.550000000000004 , -0.081
49.56 , -0.067
49.57 , -0.045
49.58 , -0.017
49.59 , 0.0008
49.6 , -0.012
49.61 , -0.063
49.620000000000005 , -0.15
49.63 , -0.23
49.64 , -0.3
49.65 , -0.33
49.660000000000004 , -0.32
49.67 , -0.3
49.68 , -0.27
49.69 , -0.23
49.7 , -0.2
49.71 , -0.16
49.72 , -0.13
49.730000000000004 , -0.1
49.74 , -0.061
49.75 , -0.0046
49.76 , 0.066
49.77 , 0.14
49.78 , 0.2
49.79 , 0.23
49.800000000000004 , 0.22
49.81 , 0.18
49.82 , 0.13
49.83 , 0.077
49.84 , 0.054
49.85 , 0.056
49.86 , 0.08
49.870000000000005 , 0.11
49.88 , 0.12
49.89 , 0.12
49.9 , 0.12
49.910000000000004 , 0.12
49.92 , 0.13
49.93 , 0.16
49.94 , 0.19
49.95 , 0.21
49.96 , 0.21
49.97 , 0.19
49.980000000000004 , 0.15
49.99 , 0.098
50.0 , 0.05
50.01 , 0.014
50.02 , 0.0026
50.03 , 0.02
50.04 , 0.059
50.050000000000004 , 0.1
50.06 , 0.13
50.07 , 0.13
50.08 , 0.12
50.09 , 0.095
50.1 , 0.089
50.11 , 0.1
50.120000000000005 , 0.13
50.13 , 0.15
50.14 , 0.15
50.15 , 0.12
50.160000000000004 , 0.081
50.17 , 0.04
50.18 , 0.015
50.19 , 0.013
50.2 , 0.029
50.21 , 0.057
50.22 , 0.09
50.230000000000004 , 0.12
50.24 , 0.13
50.25 , 0.13
50.26 , 0.12
50.27 , 0.081
50.28 , 0.038
50.29 , 0.0057
50.300000000000004 , -0.01
50.31 , -0.004
50.32 , 0.004
50.33 , 0.0045
50.34 , -0.011
50.35 , -0.035
50.36 , -0.055
50.370000000000005 , -0.064
50.38 , -0.057
50.39 , -0.051
50.4 , -0.061
50.410000000000004 , -0.093
50.42 , -0.14
50.43 , -0.18
50.44 , -0.21
50.45 , -0.21
50.46 , -0.19
50.47 , -0.15
50.480000000000004 , -0.11
50.49 , -0.066
50.5 , -0.019
50.51 , 0.03
50.52 , 0.076
50.53 , 0.1
50.54 , 0.1
50.550000000000004 , 0.067
50.56 , 0.0029
50.57 , -0.074
50.58 , -0.14
50.59 , -0.17
50.6 , -0.18
50.61 , -0.17
50.620000000000005 , -0.17
50.63 , -0.18
50.64 , -0.19
50.65 , -0.19
50.660000000000004 , -0.17
50.67 , -0.11
50.68 , -0.04
50.69 , 0.03
50.7 , 0.09
50.71 , 0.14
50.72 , 0.17
50.730000000000004 , 0.18
50.74 , 0.18
50.75 , 0.14
50.76 , 0.091
50.77 , 0.03
50.78 , -0.029
50.79 , -0.081
50.800000000000004 , -0.11
50.81 , -0.14
50.82 , -0.15
50.83 , -0.15
50.84 , -0.12
50.85 , -0.09
50.86 , -0.063
50.870000000000005 , -0.056
50.88 , -0.067
50.89 , -0.092
50.9 , -0.12
50.910000000000004 , -0.14
50.92 , -0.15
50.93 , -0.17
50.94 , -0.19
50.95 , -0.21
50.96 , -0.21
50.97 , -0.2
50.980000000000004 , -0.16
50.99 , -0.11
51.0 , -0.053
51.01 , -0.0053
51.02 , 0.023
51.03 , 0.042
51.04 , 0.052
51.050000000000004 , 0.059
51.06 , 0.058
51.07 , 0.041
51.08 , 0.0076
51.09 , -0.046
51.1 , -0.11
51.11 , -0.16
51.120000000000005 , -0.19
51.13 , -0.17
51.14 , -0.13
51.15 , -0.073
51.160000000000004 , -0.012
51.17 , 0.039
51.18 , 0.084
51.19 , 0.12
51.2 , 0.15
51.21 , 0.18
51.22 , 0.2
51.230000000000004 , 0.2
51.24 , 0.18
51.25 , 0.17
51.26 , 0.16
51.27 , 0.16
51.28 , 0.17
51.29 , 0.17
51.300000000000004 , 0.17
51.31 , 0.17
51.32 , 0.17
51.33 , 0.18
51.34 , 0.19
51.35 , 0.18
51.36 , 0.16
51.370000000000005 , 0.12
51.38 , 0.087
51.39 , 0.061
51.4 , 0.053
51.410000000000004 , 0.049
51.42 , 0.037
51.43 , -0.0001
51.44 , -0.064
51.45 , -0.15
51.46 , -0.22
51.47 , -0.27
51.480000000000004 , -0.27
51.49 , -0.25
51.5 , -0.23
51.51 , -0.21
51.52 , -0.21
51.53 , -0.19
51.54 , -0.16
51.550000000000004 , -0.11
51.56 , -0.049
51.57 , 0.0006
51.58 , 0.039
51.59 , 0.076
51.6 , 0.12
51.61 , 0.18
51.620000000000005 , 0.24
51.63 , 0.28
51.64 , 0.31
51.65 , 0.31
51.660000000000004 , 0.31
51.67 , 0.32
51.68 , 0.32
51.69 , 0.32
51.7 , 0.32
51.71 , 0.31
51.72 , 0.29
51.730000000000004 , 0.27
51.74 , 0.24
51.75 , 0.19
51.76 , 0.13
51.77 , 0.049
51.78 , -0.032
51.79 , -0.099
51.800000000000004 , -0.14
51.81 , -0.14
51.82 , -0.12
51.83 , -0.083
51.84 , -0.063
51.85 , -0.062
51.86 , -0.077
51.870000000000005 , -0.097
51.88 , -0.11
51.89 , -0.1
51.9 , -0.075
51.910000000000004 , -0.036
51.92 , 0.015
51.93 , 0.071
51.94 , 0.13
51.95 , 0.18
51.96 , 0.21
51.97 , 0.21
51.980000000000004 , 0.2
51.99 , 0.17
52.0 , 0.14
52.01 , 0.12
52.02 , 0.11
52.03 , 0.1
52.04 , 0.11
52.050000000000004 , 0.11
52.06 , 0.11
52.07 , 0.12
52.08 , 0.13
52.09 , 0.14
52.1 , 0.14
52.11 , 0.14
52.120000000000005 , 0.14
52.13 , 0.13
52.14 , 0.13
52.15 , 0.13
52.160000000000004 , 0.13
52.17 , 0.13
52.18 , 0.13
52.19 , 0.14
52.2 , 0.15
52.21 , 0.16
52.22 , 0.15
52.230000000000004 , 0.11
52.24 , 0.046
52.25 , -0.034
52.26 , -0.11
52.27 , -0.15
52.28 , -0.17
52.29 , -0.16
52.300000000000004 , -0.15
52.31 , -0.14
52.32 , -0.14
52.33 , -0.15
52.34 , -0.17
52.35 , -0.19
52.36 , -0.22
52.370000000000005 , -0.24
52.38 , -0.26
52.39 , -0.26
52.4 , -0.24
52.410000000000004 , -0.21
52.42 , -0.2
52.43 , -0.19
52.44 , -0.19
52.45 , -0.19
52.46 , -0.17
52.47 , -0.15
52.480000000000004 , -0.11
52.49 , -0.069
52.5 , -0.037
52.51 , -0.016
52.52 , -0.0022
52.53 , 0.0038
52.54 , 0.0079
52.550000000000004 , 0.012
52.56 , 0.016
52.57 , 0.024
52.58 , 0.036
52.59 , 0.052
52.6 , 0.078
52.61 , 0.1
52.620000000000005 , 0.12
52.63 , 0.11
52.64 , 0.054
52.65 , -0.031
52.660000000000004 , -0.13
52.67 , -0.21
52.68 , -0.25
52.69 , -0.23
52.7 , -0.17
52.71 , -0.08
52.72 , 0.01
52.730000000000004 , 0.078
52.74 , 0.12
52.75 , 0.13
52.76 , 0.12
52.77 , 0.076
52.78 , 0.029
52.79 , -0.0082
52.800000000000004 , -0.011
52.81 , 0.02
52.82 , 0.072
